1511290300	0u
1511290305	0u
1511290310	0u
1511290315	1u
1511290320	0u
1511290325	3u
1511290330	5u
1511290335	1u
1511290340	0u
1511290345	0u
1511290350	0u
1511290355	3u
1511290360	3u
1511290365	0u
1511290370	0u
1511290375	0u
1511290390	0u
1511290395	0u
1511290400	0u
1511290405	0u
1511290410	0u
1511290565	0u
1511290570	0u
1511290575	3u
1511290580	2u
1511290585	0u
1511290590	1u
1511290595	2u
1511290600	3u
1511290605	5u
1511290610	0u
1511290615	2u
1511290620	0u
1511290625	1u
1511290630	0u
1511290635	4u
1511290640	2u
1511290645	2u
1511290650	4u
1511290655	2u
1511290660	1u
1511290665	2u
1511290670	1u
1511290675	1u
1511290680	1u
1511290685	1u
1511290690	1u
1511290695	2u
1511290700	3u
1511290705	3u
1511290710	4u
1511290715	3u
1511290720	0u
1511290725	0u
1511290730	0u
1511290735	0u
1511290740	0u
1511290745	0u
1511290750	0u
1511290755	0u
1511290760	0u
1511290765	0u
1511290770	0u
1511290775	0u
1511290780	0u
1511290785	0u
1511290790	0u
1511290795	0u
1511290800	0u
1511290805	0u
1511290810	0u
1511290815	0u
1511290820	0u
1511290825	0u
1511290830	0u
1511290835	0u
1511290840	0u
1511290845	0u
1511290850	0u
1511290855	0u
1511290860	0u
1511290865	0u
1511290870	0u
1511290875	0u
1511290880	0u
1511290885	0u
1511290890	0u
1511290895	0u
1511290900	0u
1511290905	0u
1511290910	0u
1511290915	0u
1511290920	0u
1511290925	0u
1511290930	0u
1511290935	0u
1511290940	0u
1511290945	0u
1511290950	0u
1511290955	0u
1511290960	0u
1511290965	0u
1511290970	0u
1511290975	0u
1511290980	0u
1511290985	0u
1511290990	0u
1511290995	0u
1511291000	0u
1511291005	0u
1511291010	0u
1511291015	0u
1511291020	0u
1511291025	0u
1511291030	0u
1511291035	0u
1511291040	0u
1511291045	0u
1511291050	0u
1511291055	0u
1511291060	0u
1511291065	0u
1511291070	0u
1511291075	0u
1511291080	0u
1511291085	0u
1511291090	0u
1511291095	0u
1511291100	0u
1511291105	0u
1511291110	0u
1511291115	0u
1511291120	0u
1511291125	0u
1511291130	0u
1511291135	0u
1511291140	0u
1511291145	0u
1511291150	0u
1511291155	0u
1511291160	0u
1511291165	0u
1511291170	0u
1511291175	0u
1511291180	0u
1511291185	0u
1511291190	0u
1511291195	0u
1511291200	0u
1511291205	0u
1511291210	0u
1511291215	0u
1511291220	0u
1511291225	0u
1511291230	0u
1511291235	0u
1511291240	0u
1511291245	0u
1511291250	0u
1511291255	0u
1511291260	0u
1511291265	0u
1511291270	1u
1511291275	0u
1511291280	0u
1511291285	0u
1511291290	0u
1511291295	0u
1511291300	0u
1511291305	0u
1511291310	0u
1511291315	0u
1511291320	0u
1511291325	0u
1511291330	0u
1511291335	0u
1511291340	0u
1511291345	0u
1511291350	0u
1511291355	0u
1511291360	0u
1511291365	0u
1511291370	0u
1511291375	0u
1511291380	0u
1511291385	0u
1511291390	0u
1511291395	0u
1511291400	0u
1511291405	0u
1511291410	0u
1511291415	0u
1511291420	0u
1511291425	0u
1511291430	0u
1511291435	0u
1511291440	0u
1511291445	0u
1511291450	0u
1511291455	0u
1511291460	0u
1511291465	0u
1511291470	0u
1511291475	0u
1511291480	0u
1511291485	0u
1511291490	0u
1511291495	0u
1511291500	0u
1511291505	0u
1511291510	0u
1511291515	0u
1511291520	0u
1511291525	0u
1511291530	0u
1511291535	0u
1511291540	0u
1511291545	0u
1511291550	0u
1511291555	0u
1511291560	0u
1511291565	0u
1511291570	0u
1511291575	0u
1511291580	0u
1511291585	0u
1511291590	0u
1511291595	0u
1511291600	0u
1511291605	0u
1511291610	0u
1511291615	0u
1511291620	0u
1511291625	0u
1511291630	0u
1511291635	0u
1511291640	0u
1511291645	0u
1511291650	0u
1511291655	0u
1511291660	0u
1511291665	0u
1511291670	0u
1511291675	0u
1511291680	0u
1511291685	0u
1511291690	0u
1511291695	0u
1511291700	0u
1511291705	0u
1511291710	0u
1511291715	0u
1511291720	0u
1511291725	0u
1511291730	0u
1511291735	0u
1511291740	0u
1511291745	0u
1511291750	0u
1511291755	0u
1511291760	0u
1511291765	0u
1511291770	0u
1511291775	0u
1511291780	0u
1511291785	0u
1511291790	0u
1511291795	0u
1511291800	0u
1511291805	0u
1511291810	0u
1511291815	0u
1511291820	0u
1511291825	0u
1511291830	1u
1511291835	2u
1511291840	1u
1511291845	1u
1511291850	4u
1511291855	0u
1511291860	2u
1511291865	1u
1511291870	0u
1511291875	0u
1511291880	0u
1511291885	0u
1511291890	0u
1511291895	0u
1511291900	0u
1511291905	0u
1511291910	0u
1511291915	0u
1511291920	0u
1511291925	0u
1511291930	0u
1511291935	0u
1511291940	0u
1511291945	0u
1511291950	0u
1511291955	0u
1511291960	0u
1511291965	0u
1511291970	0u
1511291975	0u
1511291980	0u
1511291985	0u
1511291990	0u
1511291995	0u
1511292000	0u
1511292005	0u
1511292010	0u
1511292015	0u
1511292020	0u
1511292025	0u
1511292030	0u
1511292035	0u
1511292040	0u
1511292045	0u
1511292050	0u
1511292055	1u
1511292060	0u
1511292065	0u
1511292070	1u
1511292075	0u
1511292080	2u
1511292085	0u
1511292090	2u
1511292095	0u
1511292100	0u
1511292105	1u
1511292110	0u
1511292115	1u
1511292120	0u
1511292125	0u
1511292130	0u
1511292135	0u
1511292140	0u
1511292145	0u
1511292150	0u
1511292155	0u
1511292160	0u
1511292165	0u
1511292170	0u
1511292175	0u
1511292180	0u
1511292185	0u
1511292190	0u
1511292195	0u
1511292200	0u
1511292205	0u
1511292210	0u
1511292215	0u
1511292220	0u
1511292225	0u
1511292230	0u
1511292235	0u
1511292240	0u
1511292245	0u
1511292250	0u
1511292255	0u
1511292260	0u
1511292265	0u
1511292270	0u
1511292275	0u
1511292280	0u
1511292285	0u
1511292290	0u
1511292295	0u
1511292300	0u
1511292305	0u
1511292310	0u
1511292315	0u
1511292320	0u
1511292325	0u
1511292330	0u
1511292335	0u
1511292340	0u
1511292345	0u
1511292350	0u
1511292355	0u
1511292360	0u
1511292365	0u
1511292370	0u
1511292375	0u
1511292380	0u
1511292385	0u
1511292390	0u
1511292395	0u
1511292400	0u
1511292405	0u
1511292410	0u
1511292415	0u
1511292420	0u
1511292425	0u
1511292430	0u
1511292435	0u
1511292440	0u
1511292445	0u
1511292450	0u
1511292455	0u
1511292460	0u
1511292465	0u
1511292470	0u
1511292475	0u
1511292480	0u
1511292485	0u
1511292490	0u
1511292495	0u
1511292500	0u
1511292505	0u
1511292510	0u
1511292515	0u
1511292520	0u
1511292525	0u
1511292530	0u
1511292535	0u
1511292540	0u
1511292545	0u
1511292550	0u
1511292555	0u
1511292560	0u
1511292565	0u
1511292570	0u
1511292575	0u
1511292580	0u
1511292585	0u
1511292590	0u
1511292595	0u
1511292600	0u
1511292605	0u
1511292610	0u
1511292615	0u
1511292620	0u
1511292625	0u
1511292630	0u
1511292635	0u
1511292640	0u
1511292645	0u
1511292650	0u
1511292655	0u
1511292660	0u
1511292665	0u
1511292670	0u
